order_id,Order Date,ship_date,ship_mode,customer_name,segment,state,country,product_id,category,sub_category,product_name,sales,quantity,discount,shipping_cost
IN-2011-39308,11/01/2011,18/01/2011,Standard Class,David Flashing,Consumer,Jawa Barat,Indonesia,FUR-FU-10001096,Furniture,Furnishings,"Advantus Clock, Black",188,5,0.27,15.77
IN-2011-29872,11/01/2011,15/01/2011,Standard Class,Dianna Vittorini,Consumer,Jammu and Kashmir,India,FUR-FU-10001471,Furniture,Furnishings,"Eldon Door Stop, Durable",142,3,0,15.62
TU-2011-800,11/01/2011,15/01/2011,Standard Class,Chuck Sachs,Consumer,Bursa,Turkey,FUR-SAF-10003540,Furniture,Bookcases,"Safco Floating Shelf Set, Metal",157,2,0.6,12.45
ID-2011-82589,11/01/2011,15/01/2011,Standard Class,Tanja Norvell,Home Office,Otago,New Zealand,OFF-EN-10000128,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Set of 50",115,4,0.4,10.52
ES-2011-1466305,11/01/2011,15/01/2011,Standard Class,Mick Brown,Consumer,Vienna,Austria,OFF-ST-10003446,Office Supplies,Storage,"Smead Trays, Single Width",97,2,0,7.99
IN-2011-79761,11/01/2011,16/01/2011,Standard Class,Steve Carroll,Home Office,Calabarzon,Philippines,FUR-FU-10000256,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack",78,2,0.25,7.09
US-2011-163874,11/01/2011,12/01/2011,First Class,Philip Fox,Consumer,México,Mexico,OFF-AP-10000569,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Black",140,3,0,6.47
ES-2011-1466305,11/01/2011,15/01/2011,Standard Class,Mick Brown,Consumer,Vienna,Austria,OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent",55,1,0,5.83
CA-2011-149020,11/01/2011,16/01/2011,Standard Class,Anthony Jacobs,Corporate,Virginia,United States,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",52,1,0,3.52
ES-2011-4359424,11/01/2011,15/01/2011,Standard Class,Dorothy Dickinson,Consumer,Murcia,Spain,OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical",40,5,0,2.57
ES-2011-1138719,11/01/2011,16/01/2011,Standard Class,Eric Murdock,Consumer,Liguria,Italy,OFF-BI-10001833,Office Supplies,Binders,"Ibico Hole Reinforcements, Recycled",22,3,0,1.09
IN-2011-39308,11/01/2011,18/01/2011,Standard Class,David Flashing,Consumer,Jawa Barat,Indonesia,OFF-BI-10004334,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",5,1,0.17,0.3
CA-2011-149020,11/01/2011,16/01/2011,Standard Class,Anthony Jacobs,Corporate,Virginia,United States,OFF-LA-10004272,Office Supplies,Labels,Avery 482,3,1,0,0.22
MX-2011-141530,12/01/2011,17/01/2011,Standard Class,Thomas Seio,Corporate,Coahuila,Mexico,TEC-AC-10004743,Technology,Accessories,"Logitech Router, USB",495,3,0,54.55
MX-2011-141530,12/01/2011,17/01/2011,Standard Class,Thomas Seio,Corporate,Coahuila,Mexico,TEC-CO-10003142,Technology,Copiers,"Hewlett Fax and Copier, Laser",385,3,0.002,38.19
ES-2011-1460199,12/01/2011,19/01/2011,Standard Class,Roy Phan,Corporate,Lower Saxony,Germany,FUR-BO-10004080,Furniture,Bookcases,"Ikea Stackable Bookrack, Traditional",552,5,0.1,35.98
ES-2011-1460199,12/01/2011,19/01/2011,Standard Class,Roy Phan,Corporate,Lower Saxony,Germany,TEC-MA-10003078,Technology,Machines,"Epson Printer, White",522,2,0,28.92
ES-2011-4976144,12/01/2011,17/01/2011,Standard Class,Anthony Garverick,Home Office,England,United Kingdom,FUR-CH-10000745,Furniture,Chairs,"Hon Chairmat, Adjustable",290,5,0,18.63
ES-2011-5040255,12/01/2011,15/01/2011,First Class,Peter Bühler,Consumer,England,United Kingdom,OFF-PA-10000450,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",34,2,0.5,7.31
ES-2011-1460199,12/01/2011,19/01/2011,Standard Class,Roy Phan,Corporate,Lower Saxony,Germany,OFF-AR-10001599,Office Supplies,Art,"Binney & Smith Canvas, Blue",257,5,0,7.28
CA-2011-130092,12/01/2011,15/01/2011,First Class,Seth Vernon,Consumer,Delaware,United States,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",10,2,0,2.69
ES-2011-1460199,12/01/2011,19/01/2011,Standard Class,Roy Phan,Corporate,Lower Saxony,Germany,OFF-BI-10000081,Office Supplies,Binders,"Ibico Index Tab, Clear",17,2,0,2.08
NI-2011-1670,12/01/2011,16/01/2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,OFF-FEL-10001792,Office Supplies,Storage,"Fellowes Folders, Wire Frame",15,2,0.7,1.27
NI-2011-1670,12/01/2011,16/01/2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,OFF-BIC-10000582,Office Supplies,Art,"BIC Sketch Pad, Water Color",16,1,0.7,1.27
NI-2011-1670,12/01/2011,16/01/2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,OFF-AVE-10000065,Office Supplies,Labels,"Avery Removable Labels, Alphabetical",13,4,0.7,0.62
NI-2011-1670,12/01/2011,16/01/2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,OFF-KLE-10001317,Office Supplies,Supplies,"Kleencut Ruler, Easy Grip",5,1,0.7,0.43
NI-2011-1670,12/01/2011,16/01/2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,OFF-ADV-10003030,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",3,1,0.7,0.25
NI-2011-1670,12/01/2011,16/01/2011,Standard Class,Shaun Chance,Corporate,Lagos,Nigeria,OFF-FEL-10003848,Office Supplies,Storage,"Fellowes Trays, Industrial",17,1,0.7,0.24
EG-2011-4270,13/01/2011,18/01/2011,Standard Class,Roger Demir,Consumer,Aswan,Egypt,OFF-SME-10004553,Office Supplies,Storage,"Smead Lockers, Blue",794,4,0,76.6
EG-2011-4270,13/01/2011,18/01/2011,Standard Class,Roger Demir,Consumer,Aswan,Egypt,TEC-HP -10001574,Technology,Copiers,"HP Fax Machine, Laser",1200,4,0,55.62
MX-2011-150567,13/01/2011,17/01/2011,Standard Class,Ben Wallace,Consumer,Jalisco,Mexico,TEC-MA-10000560,Technology,Machines,"StarTech Inkjet, Wireless",201,1,0,31.78
IT-2011-5340302,13/01/2011,19/01/2011,Standard Class,Greg Matthias,Consumer,South Holland,Netherlands,OFF-ST-10002506,Office Supplies,Storage,"Smead Lockers, Blue",198,2,0.5,14.53
EG-2011-4270,13/01/2011,18/01/2011,Standard Class,Roger Demir,Consumer,Aswan,Egypt,OFF-FEL-10001343,Office Supplies,Storage,"Fellowes Box, Wire Frame",38,2,0,2.66
US-2011-105760,13/01/2011,17/01/2011,Standard Class,James Lanier,Home Office,Anzoátegui,Venezuela,OFF-SU-10001794,Office Supplies,Supplies,"Elite Ruler, Steel",26,5,0.4,2.2
IT-2011-5951216,13/01/2011,20/01/2011,Standard Class,Stuart Calhoun,Consumer,Västra Götaland,Sweden,OFF-AR-10004884,Office Supplies,Art,"Sanford Pens, Fluorescent",31,5,0.5,2.16
IT-2011-5340302,13/01/2011,19/01/2011,Standard Class,Greg Matthias,Consumer,South Holland,Netherlands,OFF-PA-10002040,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",50,2,0.5,1.51
IT-2011-5340302,13/01/2011,19/01/2011,Standard Class,Greg Matthias,Consumer,South Holland,Netherlands,OFF-LA-10002353,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",22,4,0.5,1.29
IN-2011-38349,13/01/2011,17/01/2011,Standard Class,Cari Sayre,Corporate,South Australia,Australia,OFF-LA-10002765,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Adjustable",16,2,0.1,0.72
IT-2011-5340302,13/01/2011,19/01/2011,Standard Class,Greg Matthias,Consumer,South Holland,Netherlands,OFF-BI-10001055,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",9,3,0.5,0.43
CA-2011-157147,14/01/2011,19/01/2011,Standard Class,Brian Dahlen,Consumer,California,United States,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1326,5,0,187.65
CA-2011-162775,14/01/2011,16/01/2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,573,6,0,146.29
CA-2011-162775,14/01/2011,16/01/2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,647,6,0,141.35
ES-2011-1043483,14/01/2011,19/01/2011,Standard Class,Sharelle Roach,Home Office,Vienna,Austria,TEC-MA-10002918,Technology,Machines,"StarTech Card Printer, White",486,3,0,53.02
CA-2011-109232,14/01/2011,17/01/2011,Second Class,Natalie DeCherney,Consumer,South Carolina,United States,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,546,6,0,52.32
ES-2011-1043483,14/01/2011,19/01/2011,Standard Class,Sharelle Roach,Home Office,Vienna,Austria,TEC-PH-10003847,Technology,Phones,"Apple Headset, with Caller ID",440,6,0,49.92
CA-2011-157147,14/01/2011,19/01/2011,Standard Class,Brian Dahlen,Consumer,California,United States,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",334,3,0.15,40.44
ES-2011-1043483,14/01/2011,19/01/2011,Standard Class,Sharelle Roach,Home Office,Vienna,Austria,OFF-PA-10001650,Office Supplies,Paper,"Xerox Message Books, Premium",224,11,0,30.34
MX-2011-135979,14/01/2011,20/01/2011,Standard Class,Bart Pistole,Corporate,Estelí,Nicaragua,FUR-BO-10001295,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",393,3,0,27.67
MX-2011-168599,14/01/2011,15/01/2011,First Class,Ted Butterfield,Consumer,Baja California,Mexico,OFF-EN-10004870,Office Supplies,Envelopes,"Jiffy Mailers, Security-Tint",106,4,0,26.23
SF-2011-7680,14/01/2011,21/01/2011,Standard Class,Steve Nguyen,Home Office,Eastern Cape,South Africa,OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase",136,12,0,23.89
CA-2011-162775,14/01/2011,16/01/2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,51,3,0,12.66
MX-2011-135979,14/01/2011,20/01/2011,Standard Class,Bart Pistole,Corporate,Estelí,Nicaragua,OFF-PA-10004155,Office Supplies,Paper,"Eaton Computer Printout Paper, 8.5 x 11",246,12,0,11.88
TU-2011-4040,14/01/2011,18/01/2011,Standard Class,Bruce Degenhardt,Consumer,Gaziantep,Turkey,OFF-FEL-10001261,Office Supplies,Storage,"Fellowes File Cart, Blue",110,2,0.6,11.53
ID-2011-16453,14/01/2011,21/01/2011,Standard Class,Muhammed Yedwab,Corporate,National Capital,Philippines,FUR-FU-10000944,Furniture,Furnishings,"Tenex Door Stop, Black",99,3,0.25,9.71
ID-2011-16453,14/01/2011,21/01/2011,Standard Class,Muhammed Yedwab,Corporate,National Capital,Philippines,OFF-ST-10004015,Office Supplies,Storage,"Smead Trays, Blue",80,3,0.45,9.43
MX-2011-135979,14/01/2011,20/01/2011,Standard Class,Bart Pistole,Corporate,Estelí,Nicaragua,OFF-ST-10001326,Office Supplies,Storage,"Tenex Shelving, Single Width",109,3,0,6.11
TU-2011-4040,14/01/2011,18/01/2011,Standard Class,Bruce Degenhardt,Consumer,Gaziantep,Turkey,OFF-SME-10004553,Office Supplies,Storage,"Smead Lockers, Blue",79,1,0.6,5.84
TU-2011-4040,14/01/2011,18/01/2011,Standard Class,Bruce Degenhardt,Consumer,Gaziantep,Turkey,OFF-ACM-10003278,Office Supplies,Supplies,"Acme Trimmer, Easy Grip",74,4,0.6,4.48
MX-2011-135979,14/01/2011,20/01/2011,Standard Class,Bart Pistole,Corporate,Estelí,Nicaragua,OFF-BI-10000185,Office Supplies,Binders,"Cardinal Binder Covers, Recycled",66,8,0,3.61
CA-2011-157147,14/01/2011,19/01/2011,Standard Class,Brian Dahlen,Consumer,California,United States,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,20,5,0,3.03
CA-2011-162775,14/01/2011,16/01/2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,OFF-EN-10001990,Office Supplies,Envelopes,Staples,11,2,0,2.88
CA-2011-118192,14/01/2011,19/01/2011,Standard Class,Michael Moore,Consumer,Ohio,United States,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,37,7,0.2,1.46
CA-2011-162775,14/01/2011,16/01/2011,Second Class,Chris Selesnick,Corporate,Louisiana,United States,OFF-BI-10004187,Office Supplies,Binders,Staples,6,3,0,0.85
TU-2011-4040,14/01/2011,18/01/2011,Standard Class,Bruce Degenhardt,Consumer,Gaziantep,Turkey,OFF-STA-10000298,Office Supplies,Art,"Stanley Canvas, Blue",79,4,0.6,0.43
CA-2011-118192,14/01/2011,19/01/2011,Standard Class,Michael Moore,Consumer,Ohio,United States,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,3,2,0.7,0.27
ES-2011-3661686,15/01/2011,20/01/2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,TEC-CO-10003228,Technology,Copiers,"Hewlett Copy Machine, Laser",527,2,0,92.1
ES-2011-1374122,15/01/2011,18/01/2011,First Class,Craig Leslie,Home Office,Nord-Pas-de-Calais,France,FUR-BO-10003126,Furniture,Bookcases,"Dania Library with Doors, Traditional",652,2,0.1,88.52
MX-2011-129420,15/01/2011,17/01/2011,First Class,Ross Baird,Home Office,La Romana,Dominican Republic,FUR-CH-10003485,Furniture,Chairs,"Hon Swivel Stool, Set of Two",265,3,0.2,43.56
ID-2011-38832,15/01/2011,15/01/2011,Same Day,Mick Crebagga,Consumer,Bali,Indonesia,OFF-AR-10000989,Office Supplies,Art,"Binney & Smith Canvas, Blue",150,4,0.27,21.15
ID-2011-38832,15/01/2011,15/01/2011,Same Day,Mick Crebagga,Consumer,Bali,Indonesia,OFF-AR-10000251,Office Supplies,Art,"Stanley Markers, Fluorescent",51,3,0.27,21.13
ES-2011-3661686,15/01/2011,20/01/2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,OFF-AP-10001169,Office Supplies,Appliances,"Cuisinart Microwave, White",249,1,0.1,15.08
CA-2011-149524,15/01/2011,16/01/2011,First Class,Brendan Sweed,Corporate,Pennsylvania,United States,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,62,4,0.5,10.96
ES-2011-3661686,15/01/2011,20/01/2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,OFF-PA-10001869,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",170,5,0,8.42
ES-2011-3661686,15/01/2011,20/01/2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,OFF-SU-10004244,Office Supplies,Supplies,"Elite Letter Opener, Easy Grip",55,2,0,4.12
NI-2011-2280,15/01/2011,21/01/2011,Standard Class,Mick Brown,Consumer,Rivers,Nigeria,FUR-HAR-10000441,Furniture,Chairs,"Harbour Creations Rocking Chair, Adjustable",45,1,0.7,3.43
NI-2011-2280,15/01/2011,21/01/2011,Standard Class,Mick Brown,Consumer,Rivers,Nigeria,OFF-ADV-10003030,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",19,6,0.7,1.46
NI-2011-2280,15/01/2011,21/01/2011,Standard Class,Mick Brown,Consumer,Rivers,Nigeria,OFF-SAN-10004232,Office Supplies,Art,"Sanford Markers, Fluorescent",15,2,0.7,1.02
ES-2011-3661686,15/01/2011,20/01/2011,Second Class,Don Jones,Corporate,Lower Saxony,Germany,OFF-LA-10000134,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set",21,2,0,0.76
CA-2011-103366,16/01/2011,18/01/2011,First Class,Erica Hackney,Consumer,Georgia,United States,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,150,5,0,45.24
MX-2011-145765,17/01/2011,22/01/2011,Standard Class,Alan Haines,Corporate,San Salvador,El Salvador,TEC-CO-10003142,Technology,Copiers,"Hewlett Fax and Copier, Laser",1412,11,0.002,159.52
ES-2011-3305419,17/01/2011,19/01/2011,Second Class,Edward Hooks,Corporate,Ile-de-France,France,OFF-AR-10001230,Office Supplies,Art,"Binney & Smith Markers, Water Color",300,11,0,38.7
CA-2011-115791,17/01/2011,19/01/2011,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127,6,0.2,36.4
CA-2011-115791,17/01/2011,19/01/2011,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,124,3,0.4,26.12
CA-2011-115791,17/01/2011,19/01/2011,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30,3,0.2,10.17
ES-2011-3305419,17/01/2011,19/01/2011,Second Class,Edward Hooks,Corporate,Ile-de-France,France,OFF-ST-10001646,Office Supplies,Storage,"Fellowes Box, Wire Frame",84,5,0.1,7.33
ES-2011-3305419,17/01/2011,19/01/2011,Second Class,Edward Hooks,Corporate,Ile-de-France,France,OFF-ST-10000988,Office Supplies,Storage,"Fellowes Folders, Blue",95,4,0.1,6.56
ES-2011-3305419,17/01/2011,19/01/2011,Second Class,Edward Hooks,Corporate,Ile-de-France,France,OFF-ST-10003764,Office Supplies,Storage,"Tenex Box, Industrial",46,3,0.1,6.46
ID-2011-80538,17/01/2011,18/01/2011,First Class,Vivian Mathis,Consumer,Western Australia,Australia,OFF-BI-10001397,Office Supplies,Binders,"Ibico Binder, Economy",37,4,0.4,5.48
CA-2011-115791,17/01/2011,19/01/2011,Second Class,Delfina Latchford,Consumer,Pennsylvania,United States,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,19,2,0.7,5.26
IN-2011-78501,17/01/2011,21/01/2011,Standard Class,Tamara Willingham,Home Office,New South Wales,Australia,OFF-AR-10004138,Office Supplies,Art,"Stanley Pens, Easy-Erase",19,2,0.1,3.96
IT-2011-1373680,17/01/2011,23/01/2011,Standard Class,Shirley Daniels,Home Office,Hovedstaden,Denmark,OFF-LA-10001413,Office Supplies,Labels,"Hon Shipping Labels, Laser Printer Compatible",17,3,0.5,0.4
TZ-2011-5130,18/01/2011,21/01/2011,First Class,Charles Sheldon,Corporate,Arusha,Tanzania,OFF-FEL-10004665,Office Supplies,Storage,"Fellowes Lockers, Blue",746,4,0.1,132.29
ES-2011-4174897,18/01/2011,21/01/2011,First Class,Michael Dominguez,Corporate,Valenciana,Spain,OFF-FA-10000856,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack",108,8,0,18.36
MX-2011-115644,18/01/2011,23/01/2011,Standard Class,Vivek Gonzalez,Consumer,Amazonas,Brazil,OFF-FA-10002268,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",38,3,0,4.7
ES-2011-4825230,18/01/2011,23/01/2011,Second Class,Richard Bierner,Consumer,South Denmark,Denmark,OFF-BI-10004446,Office Supplies,Binders,"Acco Binding Machine, Economy",26,1,0.5,2.53
SA-2011-7780,18/01/2011,21/01/2011,First Class,Beth Paige,Consumer,Al Jawf,Saudi Arabia,OFF-CAR-10003259,Office Supplies,Binders,"Cardinal Binder, Recycled",14,1,0,2.48
ZA-2011-9910,19/01/2011,21/01/2011,First Class,Patrick Gardner,Consumer,Eastern,Zambia,OFF-BIN-10000772,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",418,14,0,143.67
ES-2011-3666932,19/01/2011,20/01/2011,First Class,Matt Abelman,Home Office,Sicily,Italy,OFF-BI-10004195,Office Supplies,Binders,"Wilson Jones Binding Machine, Clear",145,3,0,58.25
MX-2011-139199,19/01/2011,24/01/2011,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,TEC-MA-10001859,Technology,Machines,"Okidata Printer, Wireless",716,4,0,36.29
MX-2011-139199,19/01/2011,24/01/2011,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,FUR-BO-10004407,Furniture,Bookcases,"Ikea Floating Shelf Set, Metal",226,2,0,25.81
IN-2011-45020,19/01/2011,23/01/2011,Standard Class,Pauline Webber,Corporate,Yangon,Myanmar (Burma),TEC-CO-10004267,Technology,Copiers,"Brother Ink, Laser",278,3,0.37,21.22
ES-2011-3666932,19/01/2011,20/01/2011,First Class,Matt Abelman,Home Office,Sicily,Italy,OFF-ST-10000988,Office Supplies,Storage,"Fellowes Folders, Blue",48,3,0.4,15.23
ZA-2011-9910,19/01/2011,21/01/2011,First Class,Patrick Gardner,Consumer,Eastern,Zambia,TEC-BEL-10000681,Technology,Accessories,"Belkin Mouse, USB",41,1,0,12.68
CA-2011-123477,19/01/2011,22/01/2011,Second Class,David Wiener,Corporate,Oregon,United States,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,65,4,0.2,5.04
MX-2011-139199,19/01/2011,24/01/2011,Standard Class,Aleksandra Gannaway,Corporate,Estelí,Nicaragua,TEC-AC-10002370,Technology,Accessories,"SanDisk Flash Drive, Bluetooth",53,2,0,4.1
ES-2011-1690587,19/01/2011,21/01/2011,First Class,Ann Blume,Corporate,Lombardy,Italy,OFF-EN-10004150,Office Supplies,Envelopes,"GlobeWeis Business Envelopes, Recycled",48,3,0,3.54
CA-2011-8390,19/01/2011,22/01/2011,Second Class,Michael Kennedy,Corporate,Manitoba,Canada,OFF-STO-10000347,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",16,1,0,1.4
AO-2011-8430,20/01/2011,20/01/2011,Same Day,Michelle Arnett,Home Office,Luanda,Angola,FUR-BUS-10002989,Furniture,Bookcases,"Bush Classic Bookcase, Traditional",825,2,0,88.97
MX-2011-131618,20/01/2011,20/01/2011,Same Day,Suzanne McNair,Corporate,Guerrero,Mexico,OFF-AP-10002433,Office Supplies,Appliances,"Cuisinart Microwave, Silver",372,2,0,82.67
CA-2011-146591,20/01/2011,21/01/2011,First Class,Toby Swindell,Consumer,Arizona,United States,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181,5,0.7,29.68
IR-2011-9150,20/01/2011,22/01/2011,First Class,Irene Maddox,Consumer,Razavi Khorasan,Iran,FUR-OFF-10002395,Furniture,Chairs,"Office Star Rocking Chair, Red",141,1,0,20.93
US-2011-153591,20/01/2011,25/01/2011,Standard Class,Alejandro Ballentine,Home Office,Distrito Federal,Mexico,FUR-BO-10004980,Furniture,Bookcases,"Bush Library with Doors, Mobile",196,1,0.2,17.08
CA-2011-146591,20/01/2011,21/01/2011,First Class,Toby Swindell,Consumer,Arizona,United States,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56,4,0.2,14.49
AO-2011-8430,20/01/2011,20/01/2011,Same Day,Michelle Arnett,Home Office,Luanda,Angola,OFF-SME-10002417,Office Supplies,Storage,"Smead Trays, Single Width",49,1,0,11.64
CA-2011-146591,20/01/2011,21/01/2011,First Class,Toby Swindell,Consumer,Arizona,United States,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",109,5,0.2,10.39
